Index,RSSI1,RSSI2,RSSI3,RSSI4,RSSI5,RSSI6,RSSI7,RSSI8,RSSI9,RSSI10,RSSI11,RSSI12,RSSI13,RSSI14,RSSI15,RSSI16,RSSI17,RSSI18,X,Y,Z,Direction
137,100,100,100,100,100,100,100,100,-72,-86,100,100,-80,-80,100,-86,100,100,18,31.2,0,West
137,100,100,100,100,100,100,100,100,-81,-71,100,100,-86,100,-83,-81,100,100,18,31.2,0,East
137,100,100,100,100,100,100,100,100,-73,100,-81,-75,-85,-84,-75,-77,100,100,18,31.2,0,South
137,100,100,100,-86,100,100,100,100,-74,-80,100,-69,-76,-76,-86,-76,100,100,18,31.2,0,West
137,100,100,100,-84,100,100,100,100,-73,-73,100,-74,-75,100,100,-80,100,-86,18,31.2,0,South
137,100,100,100,100,100,100,100,100,-73,-65,-85,-68,100,-72,100,-80,100,100,18,31.2,0,North
137,100,100,100,100,100,100,100,-88,-72,100,-88,100,-79,100,-85,-81,100,100,18,31.2,0,East
137,100,100,100,100,100,100,100,100,-75,-65,100,-74,-76,-78,-84,-84,100,100,18,31.2,0,North
138,100,100,100,100,100,100,100,100,-75,-65,100,-74,-76,-78,-84,-84,100,100,19.2,31.2,0,North
138,100,100,100,100,100,100,100,100,-72,-86,100,100,-80,-80,100,-86,100,100,19.2,31.2,0,West
138,100,100,100,100,100,100,100,100,-82,100,-84,-74,100,100,-79,100,100,100,19.2,31.2,0,East
138,100,100,100,-86,100,100,100,100,-74,-80,100,-69,-76,-76,-86,-76,100,100,19.2,31.2,0,West
138,100,100,100,100,100,100,100,100,-81,-71,100,100,-86,100,-83,-81,100,100,19.2,31.2,0,East
138,100,100,100,100,100,100,100,100,-73,-65,-85,-68,100,-72,100,-80,100,100,19.2,31.2,0,North
138,100,100,100,-84,100,100,100,100,-73,-73,100,-74,-75,100,100,-80,100,-86,19.2,31.2,0,South
138,100,100,100,100,100,100,100,100,-72,-72,100,-77,100,-78,-70,-79,100,100,19.2,31.2,0,South
139,100,100,100,100,100,100,100,100,-80,-58,100,-80,-84,100,-80,-78,100,100,20.4,31.2,0,South
139,100,100,100,100,100,100,100,-86,-74,-68,100,-74,-86,-80,100,-86,100,100,20.4,31.2,0,West
139,100,100,100,100,100,100,100,100,-72,-74,100,-74,100,-80,100,100,100,100,20.4,31.2,0,West
139,100,100,100,100,100,100,100,100,-74,-68,100,-70,-74,-72,-79,-77,100,100,20.4,31.2,0,South
139,100,100,100,100,100,100,100,100,-77,-61,100,-84,100,-78,-82,-76,100,-86,20.4,31.2,0,East
139,100,100,100,100,100,100,100,100,-67,-68,100,100,100,-74,-84,-81,100,100,20.4,31.2,0,North
139,100,100,100,100,100,100,100,-87,-71,-62,100,-71,-80,-85,100,-87,100,100,20.4,31.2,0,East
139,100,100,100,100,100,100,100,-85,-73,-59,-86,-75,-83,-76,100,-82,100,100,20.4,31.2,0,North
140,100,100,100,100,100,100,100,100,-74,-68,100,-70,-74,-72,-79,-77,100,100,21.6,31.2,0,South
140,100,100,100,100,100,100,100,100,-67,-68,100,100,100,-74,-84,-81,100,100,21.6,31.2,0,North
140,100,100,100,100,100,100,100,100,-77,-61,100,-84,100,-78,-82,-76,100,-86,21.6,31.2,0,East
140,100,100,100,100,100,100,100,-87,-71,-62,100,-71,-80,-85,100,-87,100,100,21.6,31.2,0,East
140,100,100,100,100,100,100,100,100,-73,-68,100,-81,-84,100,100,-78,100,100,21.6,31.2,0,South
140,100,100,100,100,100,100,100,100,-72,-74,100,-74,100,-80,100,100,100,100,21.6,31.2,0,West
140,100,100,100,100,100,100,100,-85,-73,-59,-86,-75,-83,-76,100,-82,100,100,21.6,31.2,0,North
140,100,100,100,100,100,100,100,-86,-74,-68,100,-74,-86,-80,100,-86,100,100,21.6,31.2,0,West
141,100,100,100,100,100,100,100,100,-71,-69,100,-68,-84,-84,-78,-82,100,100,22.8,31.2,0,South
141,100,100,100,100,100,100,100,100,-68,-63,100,-82,-85,100,100,-81,100,100,22.8,31.2,0,East
141,100,100,100,100,100,100,100,-82,-68,-62,100,-72,100,-85,100,-77,100,100,22.8,31.2,0,North
141,100,100,100,100,100,100,100,100,-65,-73,100,-78,-81,100,100,100,100,100,22.8,31.2,0,North
141,100,100,100,100,100,100,100,100,-67,-72,100,-74,100,-86,-86,-80,100,100,22.8,31.2,0,West
141,100,100,100,100,100,100,100,-75,-70,-67,100,-79,-86,100,100,-80,100,100,22.8,31.2,0,East
141,100,100,100,100,100,100,100,-81,-74,-68,100,-74,100,-78,-80,-88,100,100,22.8,31.2,0,South
141,100,100,100,100,100,100,100,100,-74,-68,100,-76,100,100,100,100,100,100,22.8,31.2,0,West
142,100,100,100,100,100,100,100,100,-65,-73,100,-78,-81,100,100,100,100,100,24,31.2,0,North
142,100,100,100,100,100,100,100,-75,-70,-67,100,-79,-86,100,100,-80,100,100,24,31.2,0,East
142,100,100,100,100,100,100,100,100,-67,-72,100,-74,100,-86,-86,-80,100,100,24,31.2,0,West
142,100,100,100,100,100,100,100,100,-74,-68,100,-76,100,100,100,100,100,100,24,31.2,0,West
142,100,100,100,100,100,100,100,-87,-73,-65,100,-81,-81,-81,-85,-77,100,100,24,31.2,0,South
142,100,100,100,100,100,100,100,100,-64,-63,100,-85,-85,100,100,-77,100,100,24,31.2,0,East
142,100,100,100,100,100,100,100,-82,-68,-62,100,-72,100,-85,100,-77,100,100,24,31.2,0,North
142,100,100,100,100,100,100,100,-83,-66,-58,100,100,100,100,-81,-76,100,100,24,31.2,0,South
143,100,100,100,100,100,100,100,-86,-63,-65,100,-76,-86,100,100,-80,100,100,25.2,31.2,0,West
143,100,100,100,100,100,100,100,100,-75,-68,100,100,100,100,100,-85,100,100,25.2,31.2,0,East
143,100,100,100,100,100,100,100,-83,-64,-69,100,-81,100,100,-83,-79,100,100,25.2,31.2,0,North
143,100,100,100,100,100,100,100,100,-65,-67,100,-77,100,-85,100,-83,100,100,25.2,31.2,0,South
143,100,100,100,100,100,100,100,-82,-62,-62,100,-77,-81,100,-85,-79,100,100,25.2,31.2,0,South
143,100,100,100,100,100,100,100,100,-63,-66,-88,100,100,100,100,-78,100,100,25.2,31.2,0,North
143,100,100,100,100,100,100,100,-75,-71,-69,100,-82,-84,-82,100,-75,100,100,25.2,31.2,0,East
143,100,100,100,100,100,100,100,-80,-68,-76,100,100,100,100,100,100,100,100,25.2,31.2,0,West
144,100,100,100,100,100,100,100,100,-65,-70,100,-84,-88,100,100,-81,100,100,26.4,31.2,0,East
144,100,100,100,100,100,100,100,-72,-63,-67,100,-83,-87,100,100,-84,100,100,26.4,31.2,0,South
144,100,100,100,100,100,100,100,-83,-64,-69,100,-81,100,100,-83,-79,100,100,26.4,31.2,0,North
144,100,100,100,100,100,100,100,-80,-68,-76,100,100,100,100,100,100,100,100,26.4,31.2,0,West
144,100,100,100,100,100,100,100,-80,-71,-55,100,-70,-86,-80,-80,-77,100,100,26.4,31.2,0,South
144,100,100,100,100,100,100,100,100,-63,-66,-88,100,100,100,100,-78,100,100,26.4,31.2,0,North
144,100,100,100,100,100,100,100,-86,-63,-65,100,-76,-86,100,100,-80,100,100,26.4,31.2,0,West
144,100,100,100,100,100,100,100,100,-75,-68,100,100,100,100,100,-85,100,100,26.4,31.2,0,East
145,100,100,100,100,100,100,100,-77,-63,-71,100,100,-87,100,100,-80,100,100,14.4,30,0,North
145,100,100,100,100,100,100,100,-72,-63,-74,100,100,100,100,-86,-80,100,100,14.4,30,0,West
145,100,100,100,100,100,100,100,-74,-66,-66,100,100,100,100,100,-84,100,100,14.4,30,0,East
145,100,100,100,100,100,100,100,-75,-59,-72,100,-78,100,-81,-88,-74,100,100,14.4,30,0,South
145,100,100,100,100,100,100,100,100,-68,100,100,100,-86,-86,-86,100,100,100,14.4,30,0,West
145,100,100,100,100,100,100,100,100,-65,-70,100,-84,-88,100,100,-81,100,100,14.4,30,0,East
145,100,100,100,100,100,100,100,-75,-56,-72,100,-78,100,-79,100,-83,100,100,14.4,30,0,North
145,100,100,100,100,100,100,100,-76,-60,-76,100,-89,100,100,100,-85,100,100,14.4,30,0,South
146,100,100,100,100,100,100,100,100,-80,-73,-83,-66,-73,-78,100,-80,100,-83,15.6,30,0,South
146,100,100,100,100,100,100,100,100,-71,-71,100,-62,-86,-77,-87,-78,100,100,15.6,30,0,East
146,100,100,100,100,100,100,100,100,100,-80,100,-57,-80,-80,-80,-74,100,100,15.6,30,0,West
146,100,100,100,100,100,100,100,100,100,-73,100,-60,-75,100,100,-75,100,100,15.6,30,0,South
146,100,100,100,100,100,100,100,100,-74,-82,100,-73,100,-74,-76,-83,100,100,15.6,30,0,East
146,100,100,100,100,100,100,100,100,100,-74,100,-58,-80,-80,100,-80,100,-80,15.6,30,0,West
146,100,100,100,100,100,100,100,100,-79,-69,100,-67,100,100,-77,-76,100,100,15.6,30,0,North
146,100,100,100,100,100,100,100,100,100,-69,100,-68,100,-73,-73,-78,100,-86,15.6,30,0,North
147,100,100,100,100,100,100,100,100,100,-80,100,-57,-80,-80,-80,-74,100,100,16.8,30,0,West
147,100,100,100,100,100,100,100,100,-74,-82,100,-73,100,-74,-76,-83,100,100,16.8,30,0,East
147,100,100,100,100,100,100,100,100,-79,-69,100,-67,100,100,-77,-76,100,100,16.8,30,0,North
147,100,100,100,100,100,100,100,100,100,-74,100,-58,-80,-80,100,-80,100,-80,16.8,30,0,West
147,100,100,100,100,100,100,100,100,-70,100,100,100,100,100,-85,-77,100,-84,16.8,30,0,East
147,100,100,100,100,100,100,100,100,100,-69,100,-68,100,-73,-73,-78,100,-86,16.8,30,0,North
147,100,100,100,100,100,100,100,100,-82,-71,100,-73,-76,-72,-79,-76,100,100,16.8,30,0,South
147,100,100,100,100,100,100,100,100,-76,-74,-82,-73,100,-80,-77,-76,100,100,16.8,30,0,South
148,100,100,100,100,100,100,100,-80,-70,-65,100,-75,100,-75,-87,-81,100,100,18,30,0,East
148,100,100,100,100,100,100,100,-80,-76,-76,100,-70,-74,-76,-86,-80,100,100,18,30,0,West
148,100,100,100,100,100,100,100,100,-71,-74,-87,100,-72,-72,100,-85,100,100,18,30,0,North
148,100,100,100,100,100,100,100,100,-73,-74,100,-65,-78,-80,100,-80,100,100,18,30,0,South
148,100,100,100,100,100,100,100,100,-74,-68,100,-71,100,-75,100,-76,100,100,18,30,0,East
148,100,100,100,100,100,100,100,100,100,-76,100,-72,-86,-86,100,-76,100,100,18,30,0,West
148,100,100,100,100,100,100,100,-81,-74,-76,100,-68,-81,-75,100,-78,100,100,18,30,0,North
148,100,100,100,-85,100,100,100,-81,-71,-75,100,-63,-83,-74,-83,100,100,100,18,30,0,South
149,100,100,100,100,100,100,100,-81,-74,-76,100,-68,-81,-75,100,-78,100,100,19.2,30,0,North
149,100,100,100,100,100,100,100,100,100,-76,100,-72,-86,-86,100,-76,100,100,19.2,30,0,West
149,100,100,100,100,100,100,100,-78,-73,-67,-84,-77,-80,-76,100,100,100,100,19.2,30,0,South
149,100,100,100,100,100,100,100,100,-81,-66,-86,-75,100,-75,-86,-77,100,100,19.2,30,0,South
149,100,100,100,100,100,100,100,-80,-76,-76,100,-70,-74,-76,-86,-80,100,100,19.2,30,0,West
149,100,100,100,100,100,100,100,-80,-70,-65,100,-75,100,-75,-87,-81,100,100,19.2,30,0,East
149,100,100,100,100,100,100,100,100,-74,-68,100,-71,100,-75,100,-76,100,100,19.2,30,0,East
149,100,100,100,100,100,100,100,100,-71,-74,-87,100,-72,-72,100,-85,100,100,19.2,30,0,North
150,100,100,100,100,100,100,100,100,-73,-65,100,-76,100,-83,-84,-84,100,100,20.4,30,0,North
150,100,100,100,100,100,100,100,100,-73,-61,100,-65,-75,-79,-76,-83,100,100,20.4,30,0,South
150,100,100,100,100,100,100,100,100,-76,-76,100,-67,100,-76,-86,100,100,100,20.4,30,0,West
150,100,100,100,100,100,100,100,-86,-72,-66,100,-74,100,-74,100,-86,100,100,20.4,30,0,West
150,100,100,100,100,100,100,100,100,-79,-60,100,-76,100,-75,100,-77,100,100,20.4,30,0,North
150,100,100,100,100,100,100,100,-85,-70,-61,100,-73,-83,-79,-79,-78,100,100,20.4,30,0,South
150,100,100,100,100,100,100,100,100,-79,-63,-82,-80,100,-81,-86,-87,100,100,20.4,30,0,East
150,100,100,100,100,100,100,100,-75,-79,-72,100,100,100,-72,100,-86,100,100,20.4,30,0,East
151,100,100,100,100,100,100,100,-86,-72,-66,100,-74,100,-74,100,-86,100,100,21.6,30,0,West
151,100,100,100,100,100,100,100,100,-79,-60,100,-76,100,-75,100,-77,100,100,21.6,30,0,North
151,100,100,100,100,100,100,100,-79,-73,-57,100,-67,-83,-75,-78,-85,100,100,21.6,30,0,South
151,100,100,100,-88,100,100,100,100,-70,-65,100,100,-81,-76,-84,-79,100,100,21.6,30,0,South
151,100,100,100,100,100,100,100,100,-79,-63,-82,-80,100,-81,-86,-87,100,100,21.6,30,0,East
151,100,100,100,100,100,100,100,-73,-69,-70,100,-80,-83,-76,100,-81,100,100,21.6,30,0,East
151,100,100,100,100,100,100,100,100,-71,-62,100,-73,100,-76,-84,-84,100,100,21.6,30,0,North
151,100,100,100,100,100,100,100,100,-76,-76,100,-67,100,-76,-86,100,100,100,21.6,30,0,West
152,100,100,100,100,100,100,100,100,-69,-70,-86,-72,-80,-86,100,-86,100,-86,22.8,30,0,West
152,100,100,100,100,100,100,100,-76,-64,-59,100,-79,100,-80,100,-76,100,100,22.8,30,0,North
152,100,100,100,100,100,100,100,-76,-61,-62,100,100,-80,100,100,-76,100,100,22.8,30,0,West
152,100,100,100,100,100,100,100,-80,-67,-60,-87,-80,-85,-84,-83,-78,100,100,22.8,30,0,South
152,100,100,100,100,100,100,100,-75,-68,-55,100,-79,100,-78,100,100,100,100,22.8,30,0,North
152,100,100,100,100,100,100,100,100,-76,-70,100,100,100,100,-86,-86,100,100,22.8,30,0,East
152,100,100,100,100,100,100,100,-79,-73,-57,100,-67,-83,-75,-78,-85,100,100,22.8,30,0,South
152,100,100,100,100,100,100,100,100,-73,-66,100,-81,100,-83,100,-79,100,100,22.8,30,0,East
153,100,100,100,100,100,100,100,100,-65,-54,100,-70,100,-77,-83,-72,100,100,24,30,0,North
153,100,100,100,100,100,100,100,-80,-67,-60,-87,-80,-85,-84,-83,-78,100,100,24,30,0,South
153,100,100,100,100,100,100,100,-76,-61,-62,100,100,-80,100,100,-76,100,100,24,30,0,West
153,100,100,100,100,100,100,100,-76,-72,-74,100,100,100,-78,100,-79,100,100,24,30,0,East
153,100,100,100,100,100,100,100,-79,-69,-60,100,-80,100,-82,100,-84,100,100,24,30,0,East
153,100,100,100,100,100,100,100,100,-69,-70,-86,-72,-80,-86,100,-86,100,-86,24,30,0,West
153,100,100,100,100,100,100,100,-75,-75,-55,100,-76,-82,-84,100,-81,100,100,24,30,0,South
153,100,100,100,100,100,100,100,-74,-64,-54,100,-72,-83,100,-84,-75,100,100,24,30,0,North
154,100,100,100,100,100,100,100,100,-63,-68,100,-72,100,100,-86,-80,100,100,25.2,30,0,West
154,100,100,100,100,100,100,100,100,-78,-64,100,100,100,-78,100,-81,100,-86,25.2,30,0,North
154,100,100,100,100,100,100,100,100,-71,-67,100,100,100,-77,-85,-83,100,100,25.2,30,0,East
154,100,100,100,100,100,100,100,-77,-75,-55,100,-77,-84,-73,100,-75,100,-84,25.2,30,0,South
154,100,100,100,100,100,100,100,-78,-72,-61,-86,-77,100,100,100,-81,100,100,25.2,30,0,North
154,100,100,100,100,100,100,100,-75,-67,-69,100,-79,100,100,100,-75,100,100,25.2,30,0,East
154,100,100,100,100,100,100,100,-75,-75,-55,100,-76,-82,-84,100,-81,100,100,25.2,30,0,South
154,100,100,100,100,100,100,100,100,-69,-64,-86,100,100,100,-86,-76,100,100,25.2,30,0,West
155,100,100,100,100,100,100,100,-77,-70,-57,-82,-77,100,100,-80,-80,100,-81,26.4,30,0,South
155,100,100,100,100,100,100,100,-73,-72,-61,100,-85,100,100,100,-80,100,100,26.4,30,0,North
155,100,100,100,100,100,100,100,-76,-70,-65,-86,100,100,100,100,-86,100,100,26.4,30,0,East
155,100,100,100,100,100,100,100,100,-69,-64,-86,100,100,100,-86,-76,100,100,26.4,30,0,West
155,100,100,100,100,100,100,100,100,-63,-68,100,-72,100,100,-86,-80,100,100,26.4,30,0,West
155,100,100,100,100,100,100,100,100,-62,-71,100,100,-86,100,100,-76,100,100,26.4,30,0,East
155,100,100,100,100,100,100,100,-78,-72,-61,-86,-77,100,100,100,-81,100,100,26.4,30,0,North
155,100,100,100,100,100,100,100,100,-67,-56,100,-80,100,100,100,-75,100,100,26.4,30,0,South
156,100,100,100,100,100,100,100,-73,-63,-67,100,100,100,100,100,-80,100,100,14.4,28.8,0,East
156,100,100,100,100,100,100,100,100,-67,-56,100,-80,100,100,100,-75,100,100,14.4,28.8,0,South
156,100,100,100,100,100,100,100,100,-54,-75,100,100,100,100,100,-75,100,100,14.4,28.8,0,North
156,100,100,100,100,100,100,100,100,-62,-74,-86,100,100,-86,-86,-70,100,100,14.4,28.8,0,West
156,100,100,100,100,100,100,100,100,-68,-72,100,100,100,100,100,-76,100,100,14.4,28.8,0,West
156,100,100,100,100,100,100,100,-69,-67,-69,100,-82,100,100,-82,-86,100,100,14.4,28.8,0,East
156,100,100,100,100,100,100,100,-71,-75,-64,-81,-77,100,100,100,-75,100,100,14.4,28.8,0,South
156,100,100,100,100,100,100,100,-78,-56,-66,100,-80,100,-80,100,-79,100,100,14.4,28.8,0,North
157,100,100,100,100,100,100,100,100,-76,100,100,-67,-74,-73,-73,-73,100,100,15.6,28.8,0,North
157,100,100,100,100,100,100,100,100,-70,-77,-84,-61,-82,-76,-79,-78,100,100,15.6,28.8,0,South
157,100,100,100,100,100,100,100,100,-68,100,100,-62,-86,100,-76,-76,100,100,15.6,28.8,0,West
157,100,100,100,100,100,100,100,100,-83,-76,100,-70,100,-76,-74,-78,100,100,15.6,28.8,0,North
157,100,100,100,100,100,100,100,100,-69,-65,100,-72,-78,-78,-77,-79,100,100,15.6,28.8,0,East
157,100,100,100,100,100,100,100,100,-79,-69,100,-70,100,-72,-83,-78,100,100,15.6,28.8,0,South
157,100,100,100,100,100,100,100,-86,-76,-76,-86,-66,-74,-86,100,-72,100,100,15.6,28.8,0,West
157,100,100,100,100,100,100,100,100,100,-73,100,-61,100,-78,-80,-80,100,100,15.6,28.8,0,East
158,100,100,100,100,100,100,100,-86,-76,-76,-86,-66,-74,-86,100,-72,100,100,16.8,28.8,0,West
158,100,100,100,100,100,100,100,100,-69,-65,100,-72,-78,-78,-77,-79,100,100,16.8,28.8,0,East
158,100,100,100,100,100,100,100,100,100,-68,100,-69,-77,-82,-80,100,100,100,16.8,28.8,0,East
158,100,100,100,-87,100,100,100,100,100,-66,100,-72,-76,-76,100,-76,100,100,16.8,28.8,0,South
158,100,100,100,100,100,100,100,100,-76,100,100,-67,-74,-73,-73,-73,100,100,16.8,28.8,0,North
158,100,100,100,100,100,100,100,100,-68,100,100,-62,-86,100,-76,-76,100,100,16.8,28.8,0,West
158,100,100,100,100,100,100,100,100,-83,-76,100,-70,100,-76,-74,-78,100,100,16.8,28.8,0,North
158,100,100,100,100,100,100,100,100,-79,-69,100,-70,100,-72,-83,-78,100,100,16.8,28.8,0,South
159,100,100,100,-88,100,100,100,100,100,-72,100,-73,-81,-75,-73,-84,100,100,18,28.8,0,South
159,100,100,100,100,100,100,100,100,-68,-67,100,-71,-87,-75,-80,-75,100,100,18,28.8,0,East
159,100,100,100,100,100,100,100,-86,-78,-62,100,-67,100,100,-74,-87,100,100,18,28.8,0,North
159,100,100,100,100,100,100,100,100,-76,-66,100,-67,-85,-80,-84,-83,100,-89,18,28.8,0,South
159,100,100,100,100,100,100,100,-86,-80,-69,100,-72,100,100,-80,-80,100,100,18,28.8,0,West
159,100,100,100,100,100,100,100,100,100,100,100,-66,100,100,-78,100,100,100,18,28.8,0,East
159,100,100,100,100,100,100,100,100,-74,-66,100,-80,-80,-74,-80,-72,100,100,18,28.8,0,West
159,100,100,100,100,100,100,100,100,-76,-62,100,-64,100,-77,-74,-75,100,100,18,28.8,0,North
160,100,100,100,100,100,100,100,100,-75,-62,-80,-67,-76,-74,-78,-78,100,100,14.4,27.6,0,South
160,100,100,100,100,100,100,100,-86,-80,-69,100,-72,100,100,-80,-80,100,100,14.4,27.6,0,West
160,100,100,100,100,100,100,100,100,-68,-67,100,-71,-87,-75,-80,-75,100,100,14.4,27.6,0,East
160,100,100,100,100,100,100,100,100,-76,-62,100,-64,100,-77,-74,-75,100,100,14.4,27.6,0,North
160,100,100,100,100,100,100,100,100,100,100,100,-66,100,100,-78,100,100,100,14.4,27.6,0,East
160,100,100,100,100,100,100,100,100,-67,-65,100,-68,100,-86,-86,-80,100,100,14.4,27.6,0,West
160,100,100,100,100,100,100,100,100,-78,-68,-83,-72,100,-79,-77,-74,100,100,14.4,27.6,0,South
160,100,100,100,100,100,100,100,-86,-78,-62,100,-67,100,100,-74,-87,100,100,14.4,27.6,0,North
161,100,100,100,100,100,100,100,100,-75,-70,100,-64,100,100,-73,-75,100,100,15.6,27.6,0,North
161,100,100,100,100,100,100,100,100,-72,-74,100,-55,-76,-80,-86,-72,100,100,15.6,27.6,0,West
161,100,100,100,100,100,100,100,100,-75,-65,100,-68,100,-76,100,-80,100,100,15.6,27.6,0,East
161,100,100,100,100,100,100,100,100,-67,-65,100,-68,100,-86,-86,-80,100,100,15.6,27.6,0,West
161,100,100,100,100,100,100,100,100,-78,-72,-82,-61,-75,-78,100,-81,100,100,15.6,27.6,0,South
161,100,100,100,100,100,100,100,100,100,-70,100,-67,-71,-83,100,-78,100,100,15.6,27.6,0,North
161,100,100,100,100,100,100,100,100,-73,-68,100,-54,-74,-77,-74,100,100,100,15.6,27.6,0,South
161,100,100,100,100,100,100,100,100,-66,-73,100,-66,-73,100,100,-82,100,100,15.6,27.6,0,East
162,100,100,100,100,100,100,100,100,-75,-65,100,-68,100,-76,100,-80,100,100,16.8,27.6,0,East
162,100,100,100,100,100,100,100,100,-67,-65,100,-68,100,-86,-86,-80,100,100,16.8,27.6,0,West
162,100,100,100,100,100,100,100,100,100,-70,100,-67,-71,-83,100,-78,100,100,16.8,27.6,0,North
162,100,100,100,100,100,100,100,100,-73,-67,100,-65,-79,-80,100,-77,100,-86,16.8,27.6,0,South
162,100,100,100,100,100,100,100,100,-72,-74,100,-55,-76,-80,-86,-72,100,100,16.8,27.6,0,West
162,100,100,100,100,100,100,100,100,-66,-73,100,-66,-73,100,100,-82,100,100,16.8,27.6,0,East
162,100,100,100,-84,100,100,100,100,-72,-64,100,-64,-77,-74,-80,-77,100,100,16.8,27.6,0,South
162,100,100,100,100,100,100,100,100,-75,-70,100,-64,100,100,-73,-75,100,100,16.8,27.6,0,North
163,100,100,100,100,100,100,100,100,-72,-64,-86,-68,-76,-76,-76,-74,100,-86,18,27.6,0,West
163,100,100,100,100,100,100,100,100,100,-61,-85,-68,100,-76,-74,-70,100,100,18,27.6,0,North
163,100,100,100,100,100,100,100,100,-80,-74,100,-71,-77,-85,100,-69,100,100,18,27.6,0,South
163,100,100,100,100,100,100,100,100,-74,100,100,100,-82,100,-85,-80,100,100,18,27.6,0,East
163,100,100,100,100,100,100,100,100,-80,-69,100,-61,-86,-86,-80,-80,100,100,18,27.6,0,West
163,100,100,100,100,100,100,100,100,-72,-75,100,-73,-79,-75,100,-74,100,-82,18,27.6,0,North
163,100,100,100,100,100,100,100,-84,-76,-74,100,-79,-83,-72,-76,-86,100,100,18,27.6,0,South
163,100,100,100,100,100,100,100,100,-67,-69,100,-71,-85,-76,-84,-74,100,100,18,27.6,0,East
164,100,100,100,100,100,100,100,100,-70,-63,100,-75,-80,-72,100,-72,100,100,14.4,26.4,0,South
164,100,100,100,100,100,100,100,100,100,-61,-85,-68,100,-76,-74,-70,100,100,14.4,26.4,0,North
164,100,100,100,100,100,100,100,100,-72,-64,-86,-68,-76,-76,-76,-74,100,-86,14.4,26.4,0,West
164,100,100,100,100,100,100,100,100,-76,-72,100,-71,100,100,100,-73,100,-82,14.4,26.4,0,South
164,100,100,100,100,100,100,100,100,-72,-63,100,-73,-85,100,-77,-75,100,100,14.4,26.4,0,East
164,100,100,100,100,100,100,100,100,-72,-75,100,-73,-79,-75,100,-74,100,-82,14.4,26.4,0,North
164,100,100,100,100,100,100,100,100,-80,-69,100,-61,-86,-86,-80,-80,100,100,14.4,26.4,0,West
164,100,100,100,100,100,100,100,100,-67,-69,100,-71,-85,-76,-84,-74,100,100,14.4,26.4,0,East
165,100,100,100,100,100,100,100,100,-71,-70,100,-69,-80,-73,-70,-74,100,100,15.6,26.4,0,North
165,100,100,100,100,100,100,100,100,100,100,100,-58,-80,-80,-74,-74,100,100,15.6,26.4,0,West
165,100,100,100,-86,100,100,100,100,100,-77,100,100,-81,100,100,100,100,-86,15.6,26.4,0,East
165,100,100,100,-80,100,100,100,-86,-80,-63,100,-61,100,-73,-71,-77,100,100,15.6,26.4,0,North
165,100,100,100,-80,100,100,100,100,100,-72,-86,-69,-76,-76,-72,-72,100,100,15.6,26.4,0,West
165,100,100,100,100,100,100,100,100,-74,100,100,-56,100,100,100,-76,100,100,15.6,26.4,0,East
165,100,100,100,-83,100,100,100,100,-74,-70,100,-64,-78,-73,-68,-73,100,-82,15.6,26.4,0,South
165,100,100,100,100,100,100,100,100,-79,-75,100,-67,-83,-78,100,-73,100,-85,15.6,26.4,0,South
166,100,100,100,-84,100,100,100,100,-78,-73,-80,-67,-76,100,-77,-75,100,-85,16.8,26.4,0,South
166,100,100,100,-80,100,100,100,100,100,-72,-86,-69,-76,-76,-72,-72,100,100,16.8,26.4,0,West
166,100,100,100,100,100,100,100,100,-74,100,100,-56,100,100,100,-76,100,100,16.8,26.4,0,East
166,100,100,100,-87,100,100,100,100,-78,-71,100,-68,-89,-74,100,-75,100,100,16.8,26.4,0,East
166,100,100,100,100,100,100,100,100,-76,-73,100,-68,100,-81,100,-76,100,-83,16.8,26.4,0,South
166,100,100,100,100,100,100,100,100,100,100,100,-58,-80,-80,-74,-74,100,100,16.8,26.4,0,West
166,100,100,100,100,100,100,100,100,-71,-70,100,-69,-80,-73,-70,-74,100,100,16.8,26.4,0,North
166,100,100,100,-80,100,100,100,-86,-80,-63,100,-61,100,-73,-71,-77,100,100,16.8,26.4,0,North
167,100,100,100,100,100,100,100,100,-68,-86,100,-65,100,100,-80,-74,100,100,18,26.4,0,West
167,100,100,100,-74,100,100,100,100,-75,-77,100,-67,-83,-84,100,-72,100,100,18,26.4,0,South
167,100,100,100,100,100,100,100,100,-76,100,100,100,-82,100,-82,-80,100,100,18,26.4,0,East
167,100,100,100,100,100,100,100,100,-68,100,100,-68,-76,100,-80,-74,100,-80,18,26.4,0,West
167,100,100,100,100,100,100,100,100,-77,-68,-84,-66,-77,-84,-77,-79,100,-87,18,26.4,0,South
167,100,100,100,100,100,100,100,100,-69,-65,-78,100,100,100,100,-83,100,100,18,26.4,0,North
167,100,100,100,100,100,100,100,100,-69,-67,100,-60,-83,-77,-84,-76,100,100,18,26.4,0,East
167,100,100,100,100,100,100,100,100,100,-64,100,-71,-78,100,100,-73,100,100,18,26.4,0,North
168,100,100,100,100,100,100,100,100,100,-64,100,-71,-78,100,100,-73,100,100,14.4,25.2,0,North
168,100,100,100,100,100,100,100,100,-75,-68,100,-67,-80,100,-85,-82,100,100,14.4,25.2,0,East
168,100,100,100,100,100,100,100,100,-68,-86,100,-65,100,100,-80,-74,100,100,14.4,25.2,0,West
168,100,100,100,100,100,100,100,100,-75,-73,100,-76,100,-72,-75,-79,100,100,14.4,25.2,0,South
168,100,100,100,100,100,100,100,100,-69,-65,-78,100,100,100,100,-83,100,100,14.4,25.2,0,North
